-4.051356257028027041e-01,-1.353573896597007609e-01,-3.300932217248331857e-01,-1.179206280191451572e-01,-4.430303640601374604e-01,-1.426596651882839351e-01,-3.755687576715303067e-01,-1.289741282562819058e-01,-4.459073577333260152e-01,-3.610940216078575848e-01,-4.894629362267380324e-01,-4.122862033676533144e-01,4.147301192503549117e-01
-6.425689050543978986e-01,-1.171478296484840037e-03,-6.031332186711146903e-01,-3.789805946386293374e-03,-6.529918015502449435e-01,-4.258302486331141858e-04,-6.342953766931447301e-01,-1.747766195843390540e-03,-7.016093427740843769e-01,-6.512659364151768271e-01,-7.152095332666562610e-01,-6.909043878344980349e-01,6.087527392333252213e-02
-4.170690373672854556e-01,1.286551136934178940e-01,-3.607242426276170977e-01,1.193065854853734981e-01,-4.442745618409490449e-01,1.321092116922441551e-01,-3.958146246924831302e-01,1.254831142582635284e-01,-4.608869400595952404e-01,-3.963531334479535873e-01,-4.924762878668291766e-01,-4.364119473057433418e-01,-4.194884776297192475e-01
-3.864998346422627296e-01,2.192275445686007670e-03,-2.363164581236882889e-01,6.427092218326766740e-04,-4.502131896901110930e-01,3.168259198110930965e-03,-3.493085489567854807e-01,1.706733967346251487e-03,-3.972679328126741405e-01,-2.387163219465505692e-01,-4.674962314859634205e-01,-3.571973763972163818e-01,-6.006660491859740041e-04
-3.637835231661091795e-01,3.174084056771865336e-01,-3.598108514461433871e-01,3.151403121164685905e-01,-3.674847685363722416e-01,3.194711849401752901e-01,-3.566773797726964235e-01,3.132735474945424481e-01,-5.349301339134986399e-01,-5.289195733333952321e-01,-5.405135993239439385e-01,-5.241270629330384567e-01,-8.636717212424217527e-01
-3.046285840757199659e-01,-8.399342560239173583e-01,-3.046301309866050189e-01,-8.399755775111995559e-01,-3.046216672495011268e-01,-8.397991448587529550e-01,-3.046011363273303241e-01,-8.395174742590133521e-01,-1.199181553570321190e+00,-1.199273504717800254e+00,-1.198878970495647955e+00,-1.198241952906131003e+00,1.604532867150028741e+00
-3.971239244819557146e-01,1.614371223805801010e-03,-2.429174324743793301e-01,3.317628533589760467e-03,-4.636566646763457533e-01,-2.215806923068195679e-04,-3.587765611942081989e-01,2.380698285824803164e-03,-4.081067583754212080e-01,-2.454112410478179462e-01,-4.813349232786812149e-01,-3.668372840073225172e-01,-2.185039669173139548e-02
-6.435804541136546097e-01,8.878311728487922605e-03,-5.999223411864272881e-01,6.127510846712291501e-03,-6.549661530454541358e-01,9.628427375893764198e-03,-6.345394426517979580e-01,8.291657703148167316e-03,-7.007164565442306481e-01,-6.454503064006562596e-01,-7.154696822269231982e-01,-6.891054517403398805e-01,3.107043053645421743e-02
-6.482801081399512944e-01,2.462321413771383864e-04,-6.044249998718854711e-01,1.050452726552018315e-03,-6.596484680442810111e-01,1.756936164293873724e-05,-6.392418657068137389e-01,4.221811302812290443e-04,-7.055917431386844463e-01,-6.500669926582327562e-01,-7.203251027275202611e-01,-6.939818275187685792e-01,-1.573613166769910476e-02
-4.176982943409282556e-01,3.794882821693329987e-03,-2.818079694431053772e-01,7.384694162222572422e-04,-4.651435177553903677e-01,5.357223486896461016e-03,-3.865645882489186502e-01,2.904755186571825014e-03,-4.329314961453347710e-01,-2.863493206078859266e-01,-4.864784340483373493e-01,-3.985413438373081041e-01,4.197386391553400813e-03
-6.475759595069494612e-01,3.008772101285892703e-03,-5.896759767824412135e-01,2.493599030682950961e-03,-6.624743356730158350e-01,3.140506841713761998e-03,-6.359426733841242463e-01,2.905408106751638294e-03,-6.989998126653004240e-01,-6.276689468913870806e-01,-7.178687612351946079e-01,-6.844196499930400579e-01,-4.483285632331351472e-05
-3.151112332108700342e-01,-7.607577862587657780e-01,-3.151144409665221913e-01,-7.608013423942993070e-01,-3.150944832036429721e-01,-7.605986943487343943e-01,-3.150328637273894228e-01,-7.601619995175334932e-01,-1.071196465964362465e+00,-1.071285388940968808e+00,-1.070866493751167825e+00,-1.069945097908032272e+00,1.489085545235867114e+00
