-6.411629487878319766e-01,4.376559525840272719e-03,-5.853661040859019504e-01,1.191630831530798157e-03,-6.559479238823909819e-01,5.285409689527050502e-03,-6.297696068571067007e-01,3.693617140294080340e-03,-6.929178800373499980e-01,-6.240910863659760999e-01,-7.116471560498026649e-01,-6.786318903675893077e-01,3.950927425659171016e-02
-5.671418358234294743e-01,-6.547130173793496051e-04,-4.477464258183176948e-01,-2.945565263915246243e-03,-6.016439780013771443e-01,2.354949935014048886e-04,-5.423353683471751063e-01,-1.235609376880047712e-03,-5.965704247215313227e-01,-4.618962178214123804e-01,-6.370774986363122450e-01,-5.679250199267810162e-01,2.087134293754817557e-02
-3.544990577940774767e-01,7.858021367993568316e-04,-2.039228463356277388e-01,2.852474811387549513e-04,-4.278019516862389682e-01,1.145905864706954708e-03,-3.152599932839296182e-01,6.241816949630631366e-04,-3.626386668216657339e-01,-2.054390278608340392e-01,-4.423325309845093090e-01,-3.209453196313425405e-01,-9.722949811977960391e-04
-5.060843636439602555e-01,2.889425068862871288e-03,-3.442233168165034218e-01,6.441808350723942115e-04,-5.637033127486774653e-01,3.972469619419993769e-03,-4.693054011081782551e-01,2.267670745221964275e-03,-5.244337199932920246e-01,-3.498629423978961706e-01,-5.893503586754603729e-01,-4.838449098741507970e-01,2.864199939206540230e-03
-4.383743811625461784e-01,2.499080662931031649e-02,-3.062333962261271081e-01,2.098407305088245689e-02,-4.841534336638974034e-01,2.558087333683932083e-02,-4.078468164917570249e-01,2.437976740050426527e-02,-4.560884747842089415e-01,-3.126347389543460142e-01,-5.079686930827693736e-01,-4.221884689737160357e-01,-8.828991888678061617e-02
-5.221281820894106973e-01,5.338322521849421260e-04,-3.619899201340654460e-01,5.042723825008130185e-05,-5.772691242407060885e-01,7.304070981252650495e-04,-4.862632900935471847e-01,4.098148639035313298e-04,-5.419199982939771898e-01,-3.684251145190649557e-01,-6.043184221047879223e-01,-5.021469928612436462e-01,1.308740258111176389e-03
-7.875193011666669074e-01,5.274467199449880787e-03,-7.760357879362926870e-01,4.754569219361926349e-03,-7.908841730595095321e-01,5.428273896271315797e-03,-7.848120789178308909e-01,5.151196866099562108e-03,-8.989362049370356322e-01,-8.819440846932569134e-01,-9.039596849448382487e-01,-8.949093400782578422e-01,3.183048684139298118e-02
-4.338500303087611254e-01,1.725312799946916165e-01,-3.878290629179760862e-01,1.617540713632191207e-01,-4.584529205656918682e-01,1.774959206257362143e-01,-4.127265614451027242e-01,1.678328144596424321e-01,-4.949932639478871188e-01,-4.410353149647273652e-01,-5.241073164574425736e-01,-4.701522937060416685e-01,-5.093108364611959038e-01
-5.406940036067547917e-01,-8.353317288624290127e-03,-3.604821801523231395e-01,-7.094011467403308659e-03,-6.081679842139841030e-01,-8.410666226630413023e-03,-4.989160243745935364e-01,-8.210358423260547336e-03,-5.591026097902427328e-01,-3.659055812069262337e-01,-6.345394934017155597e-01,-5.133339692617416850e-01,2.590701739005460413e-02
-3.618193684512409636e-01,6.506526831396577774e-03,-2.020422402514648053e-01,5.182925156993971327e-03,-4.467779436936184512e-01,5.894416380029356486e-03,-3.188314763358310322e-01,6.467576840623785912e-03,-3.691824007635649552e-01,-2.033626538163712527e-01,-4.607452312629821134e-01,-3.238705325682509906e-01,-3.111395272878890103e-02
-4.928138705816210718e-01,-7.506190157945306085e-01,-4.927995314256674031e-01,-7.506312428441850315e-01,-4.928388338350191966e-01,-7.505788722989780171e-01,-4.928067162667486012e-01,-7.504767839328508883e-01,-1.293972174943589737e+00,-1.293975808353612145e+00,-1.293920872995207416e+00,-1.293620258119646094e+00,1.625785223838797755e+00
3.670866615739517003e-01,9.706854065744940918e-02,6.569193518119067488e-01,2.015242658165108114e-01,-2.059414024530934195e-01,-4.851796943090328634e-02,-4.848463380970105541e-02,-1.058038899008456601e-02,-3.804730886609118956e-01,-6.953549451332974307e-01,2.117332697943293540e-01,4.962810309453366542e-02,-2.155441852949025738e-01
-3.222486544099636974e-01,6.485511836954496179e-01,-3.222539674220435413e-01,6.485953617772421964e-01,-3.222046249670774687e-01,6.483780229358684366e-01,-3.218616980373086300e-01,6.474414800259015168e-01,-8.954470467115488441e-01,-8.955259398918665736e-01,-8.951165754133576513e-01,-8.932355361087753742e-01,-1.330615919969485583e+00
-6.235811689273695890e-01,-4.850198500639529842e-03,-5.622526601132687984e-01,-4.108702598317942600e-03,-6.393709854668749859e-01,-5.038523499509875783e-03,-6.111519405956564732e-01,-4.700740979378388411e-03,-6.712733280772825717e-01,-5.964916507616169206e-01,-6.910845529921235686e-01,-6.558472138384298100e-01,3.553263723070081322e-03
